,cov (all),f idx,cov (pref),cov (reg),dconnects
0,0.8744666666666666,0.8999592220278466,0.9733333333333335,0.8609848484848484,0.0
1,0.8981666666666664,0.9210869587694696,0.9798484848484846,0.875128205128205,0.0
2,0.8696666666666666,0.8861604367687371,0.6711111111111108,0.8967424242424241,0.0
3,0.8835333333333333,0.9049300270241974,0.9841666666666667,0.8698106060606061,0.0
4,0.8934333333333333,0.9211379823779988,0.8232051282051281,0.9181081081081081,0.0
5,0.8402666666666664,0.8612543313914646,0.9729166666666669,0.8287318840579708,0.0
6,0.8779333333333331,0.901576232676223,0.9716666666666667,0.8651515151515151,0.0
7,0.7169666666666668,0.7504268761053853,0.45458333333333323,0.7669444444444447,0.0
8,0.8599,0.8820967156045728,0.7806666666666665,0.8687037037037035,0.0
9,0.7599333333333333,0.7876776829144108,0.49499999999999966,0.7960606060606064,0.0
10,0.6776333333333335,0.7060977430216657,0.5550000000000003,0.7253240740740741,0.0
11,0.809,0.8438566939168926,0.7844444444444445,0.812348484848485,0.0
12,0.9432666666666666,0.9617782988762186,0.9831666666666671,0.9332916666666666,0.0
13,0.9290999999999998,0.9600135048678502,0.9657407407407403,0.9210569105691054,0.0
14,0.9025666666666666,0.9243056748062809,0.9777777777777779,0.8860569105691057,0.0
15,0.8207333333333332,0.8427485504902315,0.7813333333333331,0.825111111111111,0.0
16,0.9038999999999998,0.9208028922458477,0.9809999999999997,0.8953333333333333,0.0
17,0.945,0.9622386093389487,0.7479166666666665,0.9621376811594203,0.0
18,0.7956,0.8216318830680331,0.9676190476190474,0.7675968992248063,0.0
19,0.9775333333333333,0.9999833447399312,0.9794444444444442,0.9771138211382112,24.0
20,0.8865,0.9199607546863527,0.964722222222222,0.8758333333333332,0.0
21,0.7910333333333335,0.8236359211561716,0.3266666666666667,0.8206737588652482,0.0
22,0.8396999999999999,0.8721279185762052,0.793333333333333,0.8448518518518516,0.0
23,0.9345666666666667,0.9601545203697123,0.9741666666666666,0.9220614035087721,0.0
24,0.8782666666666665,0.9010572222136412,0.972857142857143,0.8628682170542635,0.0
25,0.9085666666666665,0.9383319193092502,0.9769047619047617,0.8974418604651162,0.0
26,0.8980666666666667,0.9247850436522397,0.9745833333333334,0.8834920634920636,0.0
27,0.6678333333333335,0.6922333346928474,0.7816666666666666,0.639375,0.0
28,0.8131666666666666,0.8500062523982104,0.9452777777777777,0.795151515151515,0.0
29,0.8604666666666667,0.8836872780877555,0.9722222222222218,0.8452272727272725,0.0
30,0.9632333333333333,0.9808206395551141,0.9847916666666667,0.959126984126984,0.0
31,0.7381000000000002,0.7607144467921062,0.6497222222222222,0.7501515151515151,0.0
32,0.6967666666666666,0.7480943827184853,0.6779999999999999,0.7014583333333333,0.0
33,0.8445666666666668,0.8643024888410138,0.9758333333333334,0.8331521739130435,0.0
34,0.789666666666667,0.8258577593526597,0.9790740740740738,0.748089430894309,0.0
35,0.7106666666666668,0.750759897998672,0.7555555555555559,0.7008130081300814,0.0
0,0.8617,0.882753977747479,0.7733333333333332,0.8715185185185182,0.0
1,0.8033666666666668,0.8223976719756362,0.8871666666666668,0.7824166666666666,0.0
2,0.7593999999999999,0.783083149438933,0.7337500000000001,0.7642857142857141,0.0
3,0.8383000000000002,0.863202818382129,0.9742857142857144,0.8161627906976744,0.0
4,0.8175666666666664,0.8422038859410697,0.9734523809523807,0.7569444444444445,0.0
5,0.7972333333333332,0.8200170906513409,0.9716666666666665,0.7820652173913041,0.0
6,0.9118666666666667,0.9408009856180227,0.9722222222222222,0.9036363636363638,0.0
7,0.7858666666666667,0.80848793692422,0.8133333333333334,0.7821212121212121,0.0
8,0.7434000000000001,0.7915760374472189,0.6200000000000002,0.7512765957446809,0.0
9,0.6481666666666663,0.693361765880302,0.4691666666666665,0.6822619047619045,0.0
10,0.9594,0.9799521429560023,0.978333333333333,0.9540598290598288,0.0
11,0.9614666666666666,0.9811232600634328,0.9803703703703701,0.9573170731707317,0.0
12,0.9600333333333332,0.9799569006738454,0.9794444444444442,0.9573863636363634,0.0
13,0.7666,0.7861199155836822,0.6736111111111112,0.7792803030303029,0.0
14,0.8654666666666668,0.8811734142149409,0.840714285714286,0.869496124031008,0.0
15,0.8574666666666668,0.8842519190719238,0.7820000000000001,0.8763333333333334,0.0
16,0.7797333333333333,0.8041554764834206,0.9649999999999999,0.7720138888888887,0.0
17,0.6928333333333334,0.7437681840832873,0.6926190476190476,0.6928682170542638,0.0
18,0.8813333333333333,0.9033011340598093,0.980952380952381,0.8651162790697673,0.0
19,0.7221000000000004,0.7647370094799827,0.8361904761904763,0.703527131782946,0.0
20,0.8191000000000003,0.844374243881184,0.9772222222222225,0.8090070921985816,0.0
21,0.9882,0.9999784003787441,0.9902083333333334,0.9878174603174602,0.0
22,0.9404666666666663,0.9610839510420911,0.9766666666666663,0.9345736434108526,0.0
23,0.6683,0.6892352913590364,0.7808333333333333,0.6401666666666668,0.0
24,0.6987666666666668,0.7267366501134425,0.967222222222222,0.681631205673759,0.0
25,0.9113666666666665,0.9397231681404634,0.9764583333333334,0.898968253968254,0.0
26,0.7259333333333333,0.7474883510619943,0.5008333333333331,0.7455072463768116,0.0
27,0.8253666666666668,0.845918478330231,0.9723333333333338,0.8090370370370373,0.0
28,0.9104666666666668,0.9402627678276715,0.9695000000000003,0.8957083333333333,0.0
