,cov (all),f idx,cov (pref),cov (reg),dconnects
0,0.8600999999999999,0.8876126200621071,0.818333333333333,0.8657954545454545,0.0
1,0.8570333333333333,0.8841609331996281,0.8531250000000001,0.8577777777777779,0.0
2,0.8769666666666667,0.9046428795248663,0.9699999999999996,0.8642803030303032,0.0
3,0.9547333333333334,0.9806533224728367,0.9679629629629632,0.9518292682926831,0.0
4,0.7964,0.8258971668962073,0.7333333333333337,0.8084126984126984,26.0
5,0.9548333333333332,0.9808345513536391,0.9733333333333332,0.9523106060606058,0.0
6,0.7124333333333336,0.750329113682864,0.8080555555555561,0.6993939393939396,1.0
7,0.9549333333333333,0.9799044557582836,0.9733333333333324,0.9537588652482268,0.0
8,0.8536333333333336,0.889391859367186,0.8806060606060608,0.8460256410256412,1.0
9,0.9577333333333334,0.9801820215623279,0.8880303030303032,0.9773931623931623,0.0
10,0.9839999999999999,0.9999903607688799,0.9837500000000003,0.9840476190476192,0.0
11,0.9479666666666664,0.9807290781020778,0.9658333333333334,0.9455303030303029,4.0
12,0.9783666666666665,0.9999608259845052,0.9772727272727273,0.978675213675213,0.0
13,0.9801333333333332,0.9999566474874243,0.9791666666666667,0.9802173913043476,0.0
14,0.9016333333333333,0.9251707643376336,0.876851851851852,0.9070731707317072,0.0
15,0.8240666666666666,0.8607174273168803,0.9708333333333335,0.8040530303030304,0.0
16,0.8449666666666665,0.893601231237948,0.5930000000000003,0.8729629629629627,0.0
17,0.9016000000000001,0.9416200108938403,0.9573333333333329,0.8954074074074074,0.0
18,0.9211,0.9455656368506049,0.8046666666666669,0.934037037037037,0.0
19,0.9023333333333334,0.9396639452439554,0.9672222222222228,0.898191489361702,0.0
20,0.9690333333333334,0.999972656800247,0.970714285714286,0.9687596899224807,0.0
21,0.8703666666666666,0.9026864556117423,0.9648148148148148,0.8496341463414633,30.0
22,0.9194999999999999,0.9435995589612212,0.9032051282051281,0.9252252252252251,0.0
23,0.7665666666666668,0.836051949920226,0.6051851851851853,0.8019918699186992,0.0
24,0.9584000000000001,0.9811578666267885,0.9737500000000003,0.9554761904761906,3.0
25,0.9145666666666666,0.9413262065092138,0.9677777777777777,0.9073106060606059,0.0
26,0.9551333333333334,0.980368452034823,0.9724999999999997,0.9496491228070175,0.0
27,0.8778333333333334,0.9043096731408204,0.7350000000000005,0.8902536231884058,0.0
28,0.9732,0.9999773775004669,0.9708333333333332,0.9735227272727272,0.0
29,0.9783333333333334,0.9999600676481897,0.9724999999999996,0.979128787878788,0.0
30,0.8143333333333335,0.8443424554259403,0.8671666666666669,0.8011250000000001,1.0
31,0.8768333333333332,0.9053344171916359,0.8929166666666665,0.8717543859649123,0.0
32,0.8565000000000002,0.8869871706988066,0.9720833333333334,0.8464492753623191,0.0
33,0.8721999999999998,0.9026367673701592,0.9695238095238097,0.8563565891472866,0.0
34,0.9705000000000001,0.9999742540167716,0.9688888888888889,0.9707196969696968,0.0
35,0.7082,0.7494472295063297,0.6172222222222224,0.7206060606060607,35.0
0,0.9592999999999998,0.9800960936483512,0.9749999999999994,0.9579347826086952,0.0
1,0.9605666666666665,0.9817438691067262,0.9785714285714285,0.9576356589147286,0.0
2,0.9735333333333331,0.9998818836719922,0.9785714285714286,0.9727131782945735,0.0
3,0.9649666666666668,0.9809743834749018,0.9844444444444442,0.9623106060606061,0.0
4,0.7791333333333335,0.8074851333721451,0.8335714285714284,0.7702713178294572,4.0
5,0.8314666666666666,0.8710516040176238,0.655138888888889,0.8871491228070173,0.0
6,0.9311333333333333,0.9647316719635869,0.9740000000000002,0.9204166666666665,0.0
7,0.8860333333333332,0.9086440336078258,0.9799999999999998,0.8755925925925924,0.0
8,0.8080333333333333,0.8525105197174565,0.9502380952380948,0.7848837209302325,0.0
9,0.9352999999999999,0.9621199052993629,0.9727777777777776,0.9329078014184397,0.0
10,0.9595666666666665,0.9809770145114967,0.9773809523809524,0.9566666666666664,0.0
11,0.978633333333333,0.9999834459664634,0.9771428571428568,0.9788759689922478,0.0
12,0.9407000000000001,0.962276518883574,0.8740740740740744,0.9553252032520326,0.0
13,0.9573333333333331,0.9808513388508802,0.9789999999999999,0.9549259259259257,0.0
14,0.7955666666666668,0.8352142342234158,0.8659259259259263,0.7801219512195123,0.0
15,0.8273333333333335,0.8688276112432218,0.9737500000000001,0.8146014492753624,0.0
16,0.9159999999999999,0.9412446284955601,0.9747916666666666,0.9048015873015872,0.0
17,0.9097999999999997,0.9413336780431008,0.9695833333333329,0.8984126984126982,0.0
18,0.8809,0.903837494240091,0.9783333333333334,0.8534188034188034,0.0
19,0.9378333333333332,0.9616032940799452,0.9711111111111107,0.9332954545454544,0.0
20,0.8599333333333334,0.9076340196512687,0.9545833333333331,0.841904761904762,0.0
21,0.9633666666666667,0.9815565904229965,0.9827777777777778,0.9607196969696972,0.0
22,0.9505333333333335,0.980619512098647,0.8633333333333333,0.9696747967479675,0.0
23,0.9360666666666667,0.9615460505218522,0.9715151515151516,0.9260683760683759,0.0
24,0.8968999999999998,0.9240584771324816,0.792,0.923125,0.0
25,0.9717000000000003,0.9999272229982805,0.9692592592592594,0.9722357723577237,0.0
26,0.9029,0.9399943270229149,0.8425000000000002,0.914404761904762,5.0
27,0.8999999999999999,0.9353666759262406,0.9709523809523809,0.8884496124031007,0.0
28,0.9839666666666664,0.9999706345081887,0.9853703703703702,0.9836585365853658,0.0
29,0.8734666666666666,0.9049110955485968,0.8870833333333334,0.8691666666666663,0.0
30,0.8998666666666666,0.9217233974902975,0.8701851851851852,0.9063821138211384,0.0
31,0.8800000000000001,0.9049422420250472,0.817777777777778,0.8884848484848487,0.0
32,0.8961333333333333,0.9241463623896762,0.9712962962962963,0.8796341463414633,0.0
33,0.9364,0.9620542081069449,0.8136111111111107,0.9531439393939395,0.0
34,0.9157000000000001,0.9428489071489358,0.8537500000000001,0.9275,3.0
35,0.9501999999999999,0.9808450124157894,0.9749999999999995,0.9486170212765956,0.0
0,0.9194666666666669,0.9431035176875978,0.98,0.9156028368794328,0.0
1,0.9712000000000002,0.9999479310164889,0.9731250000000001,0.9708333333333334,0.0
2,0.8615999999999999,0.8857857056491389,0.786333333333334,0.8699629629629626,0.0
3,0.9170999999999999,0.9420118590687907,0.9749999999999998,0.9092045454545452,0.0
4,0.8740999999999999,0.9040282904175229,0.9622222222222222,0.8620833333333331,0.0
5,0.9499333333333335,0.9807653688394679,0.9650000000000003,0.9478787878787881,0.0
6,0.9422999999999999,0.9614321101427913,0.9803333333333335,0.9327916666666667,0.0
7,0.9806666666666666,0.9999718101836401,0.9827777777777781,0.9802032520325203,0.0
8,0.9407,0.9624329228800954,0.9819047619047618,0.9339922480620155,3.0
9,0.8370333333333332,0.8663126255161905,0.8716666666666666,0.8294308943089429,0.0
10,0.9324666666666666,0.9614117805472218,0.973125,0.9247222222222222,0.0
11,0.9355333333333333,0.9624452917239151,0.974375,0.9281349206349205,0.0
12,0.8899666666666668,0.9248404021889098,0.9633333333333336,0.8818148148148149,0.0
13,0.8416999999999999,0.8708174297328782,0.7389583333333333,0.8612698412698411,0.0
14,0.8815666666666665,0.9087215093082579,0.9799999999999999,0.8681439393939392,0.0
15,0.9196333333333332,0.9432594952493616,0.97625,0.9088492063492062,0.0
16,0.9534333333333334,0.9798957956237442,0.9708333333333337,0.9501190476190475,0.0
17,0.8458999999999998,0.8744056755596213,0.9776190476190477,0.8244573643410852,0.0
18,0.8249000000000001,0.8652185357952314,0.6059259259259259,0.8729674796747968,3.0
19,0.9786999999999999,0.9999742150056046,0.9795238095238096,0.9785658914728682,0.0
20,0.9580666666666666,0.9808798064415855,0.9777777777777779,0.9496190476190476,0.0
21,0.7797666666666666,0.8091810714019285,0.9680000000000002,0.7588518518518519,0.0
22,0.9374666666666667,0.960225998549753,0.9716666666666662,0.9328030303030302,0.0
23,0.8752999999999999,0.9020909338586434,0.9679629629629631,0.8549593495934958,0.0
24,0.9722999999999999,0.9999700431112883,0.9713888888888885,0.9725877192982455,0.0
25,0.8765,0.9069300705414226,0.871111111111111,0.8776829268292683,0.0
26,0.9313333333333333,0.9638192866925669,0.9720833333333335,0.9184649122807018,45.0
27,0.8804,0.9089053247267983,0.7910000000000006,0.8903333333333331,0.0
28,0.9344000000000001,0.9619817048014561,0.9705555555555555,0.9264634146341463,0.0
29,0.9841333333333333,0.9999693424281226,0.9851851851851853,0.98390243902439,0.0
30,0.9533,0.9809469205670199,0.9664814814814817,0.9504065040650406,0.0
31,0.9168333333333333,0.9420005537260923,0.9570000000000004,0.9123703703703702,0.0
32,0.8645333333333334,0.8841615190610819,0.979047619047619,0.845891472868217,0.0
33,0.9439333333333331,0.9612462663577228,0.9871212121212118,0.9317521367521365,0.0
34,0.9407666666666666,0.9621075365446151,0.981388888888889,0.9352272727272727,0.0
35,0.9178999999999999,0.9444609124343942,0.9769047619047619,0.9082945736434106,0.0
0,0.8671333333333335,0.909573206570966,0.970833333333333,0.8581159420289856,1.0
1,0.6986333333333334,0.762798906887951,0.5913333333333336,0.7254583333333334,0.0
2,0.9718666666666667,0.9999672226873967,0.9693750000000002,0.9723412698412698,0.0
3,0.9514000000000001,0.9811213565450755,0.9637499999999999,0.949047619047619,0.0
4,0.9762999999999998,0.9999035711902489,0.9770833333333332,0.9761507936507935,0.0
5,0.8808666666666667,0.9120743636062284,0.9569444444444445,0.8704924242424243,0.0
6,0.7951666666666667,0.8524790736209018,0.4663333333333335,0.8317037037037037,0.0
7,0.9276666666666666,0.9613438700541158,0.9600000000000003,0.9224031007751936,3.0
8,0.9555999999999998,0.9802541837262538,0.9756249999999999,0.951785714285714,0.0
9,0.8871000000000001,0.9248592053099396,0.9439583333333337,0.8762698412698413,0.0
10,0.9061333333333333,0.9405082693649197,0.8130555555555558,0.9188257575757576,0.0
11,0.9084000000000002,0.9466698669678313,0.9662499999999997,0.9033695652173913,0.0
12,0.8112666666666667,0.8515046767919655,0.6450000000000004,0.8218794326241134,0.0
13,0.9602999999999997,0.9811061780805063,0.9799999999999995,0.9565476190476188,0.0
14,0.9404333333333331,0.96125159265456,0.8414285714285714,0.956550387596899,0.0
15,0.9347666666666667,0.9636890803471226,0.9675,0.9265833333333336,0.0
16,0.7955333333333334,0.8223640546435111,0.4908333333333332,0.8370833333333333,4.0
17,0.9568666666666666,0.9816999664282186,0.9805555555555552,0.955354609929078,0.0
18,0.9844333333333334,0.9999921337295782,0.9843333333333335,0.9844583333333332,0.0
19,0.9725999999999999,0.999937966322864,0.975952380952381,0.9720542635658913,0.0
20,0.7633999999999999,0.8089792317389113,0.7197916666666665,0.7717063492063494,0.0
21,0.9655333333333332,0.9999454828168488,0.9633333333333333,0.9660833333333334,0.0
22,0.6941333333333334,0.7287867513905952,0.592948717948718,0.7296846846846848,36.0
23,0.8628666666666667,0.8832420361445337,0.8390476190476186,0.8667441860465115,0.0
24,0.7837,0.8088343203781682,0.8705555555555555,0.7646341463414633,0.0
25,0.8913333333333335,0.923079226961962,0.9579166666666672,0.8786507936507937,0.0
26,0.9053666666666668,0.9225722663656956,0.883703703703704,0.9101219512195123,0.0
27,0.9429,0.9612116823070681,0.8579166666666667,0.9590873015873014,2.0
28,0.9735666666666667,0.9999801879280704,0.9733333333333335,0.9736046511627909,0.0
29,0.9362333333333334,0.9646434398298015,0.9698148148148148,0.9288617886178863,0.0
30,0.8409333333333335,0.8693287169611387,0.8877272727272728,0.8277350427350431,0.0
31,0.9164333333333333,0.9474539229245251,0.9665277777777779,0.9006140350877192,0.0
32,0.9101666666666669,0.9401880065733207,0.9650000000000003,0.9026893939393941,0.0
33,0.8191666666666668,0.8459796606769604,0.7343750000000004,0.8353174603174603,0.0
34,0.8349666666666669,0.8708335189054951,0.7843333333333332,0.8405925925925927,0.0
35,0.9038666666666666,0.9275775455517866,0.9704761904761903,0.8930232558139533,0.0
0,0.716733333333333,0.7621346085689368,0.7690000000000001,0.7109259259259257,11.0
1,0.9401666666666669,0.9798641038171453,0.9575000000000004,0.9346929824561406,0.0
2,0.9536666666666668,0.9798966845116193,0.9719047619047619,0.9465740740740739,0.0
3,0.8001333333333336,0.835581011658706,0.7004761904761906,0.8163565891472871,0.0
4,0.8571000000000001,0.8836283822681821,0.6683333333333333,0.8691489361702126,0.0
5,0.8607333333333336,0.8863244560297656,0.7279166666666669,0.8722826086956522,0.0
6,0.9806333333333334,0.9999665063193335,0.9850000000000002,0.9800378787878787,0.0
7,0.9531999999999999,0.9803672862114803,0.972222222222222,0.9506060606060603,0.0
8,0.9295,0.9606197507923752,0.9566666666666667,0.9277659574468086,5.0
9,0.7664333333333336,0.8060644559681398,0.9681250000000006,0.7280158730158731,2.0
10,0.9664999999999999,0.9999218281450195,0.9707407407407409,0.9655691056910568,0.0
11,0.8980333333333336,0.9231266084454642,0.9726190476190476,0.8690277777777777,0.0
12,0.9485000000000003,0.9815026455962864,0.9660416666666668,0.9451587301587306,0.0
13,0.9341666666666668,0.9627046917965405,0.8672222222222223,0.9488617886178863,0.0
14,0.9531666666666666,0.9798958283837159,0.9726666666666667,0.9510000000000001,0.0
15,0.9556666666666664,0.9799197079204235,0.9825925925925925,0.9497560975609753,0.0
16,0.8769,0.9059251076366397,0.6079166666666669,0.9281349206349206,0.0
17,0.9691666666666666,0.9999364509039322,0.9738888888888888,0.9685227272727274,0.0
18,0.8937666666666666,0.9226702686046501,0.7333333333333334,0.9243253968253968,0.0
19,0.8685666666666664,0.8865142972341187,0.8685416666666661,0.8685714285714285,0.0
20,0.7818000000000002,0.8552437301858887,0.7483333333333335,0.7891463414634148,0.0
21,0.9484666666666669,0.9821233940708453,0.9683333333333337,0.9462592592592597,0.0
22,0.9394333333333332,0.9623448673431266,0.9803333333333338,0.9348888888888889,0.0
23,0.9388333333333334,0.9610099210535232,0.9149999999999995,0.9490476190476191,0.0
24,0.8398666666666667,0.864270873437995,0.9668333333333337,0.8081249999999999,0.0
