,cov (all),f idx,cov (pref),cov (reg),dconnects
0,0.9401999999999999,0.9599906604712047,0.9775000000000003,0.9369565217391305,0.0
1,0.923133333333333,0.9413009792648287,0.9860416666666663,0.9111507936507932,0.0
2,0.9793666666666667,0.9999078108389938,0.9766666666666662,0.9797348484848485,0.0
3,0.9032999999999999,0.9222329616027723,0.8404761904761902,0.9135271317829454,0.0
4,0.9777999999999999,0.9999291797228381,0.9796666666666669,0.9775925925925925,0.0
5,0.9895333333333332,0.9999526790130452,0.986,0.9899259259259258,0.0
6,0.8168666666666666,0.8397257143752045,0.7763333333333334,0.8213703703703705,0.0
7,0.9573666666666665,0.9799668194796142,0.9766666666666665,0.9505855855855853,0.0
8,0.8989333333333335,0.919921283287827,0.9785714285714288,0.8859689922480619,0.0
9,0.9686333333333333,0.980156072724597,0.9900000000000005,0.9662592592592592,0.0
10,0.9392999999999999,0.9599389079482954,0.979848484848485,0.9278632478632477,0.0
11,0.9189999999999998,0.941242501437674,0.7697619047619045,0.977037037037037,0.0
12,0.8220333333333333,0.8415112307479542,0.9788888888888887,0.8006439393939392,0.0
13,0.963233333333333,0.9807256041254436,0.9806666666666664,0.961296296296296,0.0
14,0.9234,0.94134208941661,0.865,0.9345238095238095,0.0
15,0.7087666666666667,0.7461315532176858,0.8474999999999999,0.68234126984127,0.0
16,0.8994333333333334,0.9223180998087493,0.9785416666666672,0.8843650793650795,0.0
17,0.8223666666666667,0.8407080927400422,0.9807142857142856,0.7965891472868216,0.0
18,0.9855999999999999,0.9999233976596573,0.9923809523809524,0.9844961240310076,0.0
19,0.8820333333333333,0.9008106909372019,0.7399999999999995,0.8943840579710143,0.0
20,0.8738666666666666,0.9153559843805297,0.8163888888888889,0.8817045454545454,0.0
21,0.8819666666666665,0.902452882590733,0.7370833333333334,0.9095634920634921,0.0
22,0.8809333333333333,0.9017579083695457,0.7843333333333332,0.8916666666666667,0.0
23,0.9800333333333332,0.9999471938955963,0.9809523809523805,0.9798837209302323,0.0
24,0.9214666666666664,0.9415145508390137,0.9785897435897434,0.9013963963963963,0.0
25,0.9379333333333332,0.9599605465957558,0.9781481481481481,0.9291056910569105,0.0
26,0.9420999999999998,0.960836880100592,0.8749999999999998,0.9568292682926829,0.0
27,0.8822333333333332,0.9027423232497336,0.8525555555555554,0.8949523809523809,0.0
28,0.8917,0.9200338628145247,0.9703703703703707,0.874430894308943,0.0
29,0.9659000000000002,0.9999666295321311,0.9636363636363634,0.9665384615384616,8.0
30,0.9558,0.9799792466134507,0.9757692307692308,0.9487837837837837,0.0
31,0.9799333333333334,0.999924105758595,0.979444444444444,0.9800406504065042,0.0
32,0.9707333333333336,0.9999863035423195,0.9689583333333336,0.9710714285714288,0.0
33,0.9413333333333331,0.9613851123853535,0.7849999999999999,0.9804166666666665,0.0
34,0.8971333333333332,0.9209783715531976,0.8683333333333333,0.9034552845528456,0.0
35,0.9822666666666664,0.9999833298306319,0.984166666666667,0.9820075757575757,0.0
0,0.9564333333333334,0.9802339474279692,0.9746969696969697,0.9512820512820513,0.0
1,0.9652666666666667,0.979963754117921,0.8614583333333338,0.9850396825396827,0.0
2,0.9716666666666666,0.9806866286566888,0.9923809523809524,0.9682945736434108,0.0
3,0.9237333333333332,0.9404446188287813,0.9831666666666665,0.9088749999999999,0.0
4,0.9640333333333335,0.9999928158982776,0.9642857142857142,0.9639922480620156,0.0
5,0.9195666666666668,0.9399681935519687,0.8397619047619049,0.9325581395348835,4.0
6,0.8430333333333331,0.8606285611604827,0.6969047619047618,0.8668217054263566,0.0
7,0.8197666666666668,0.8399009406355521,0.7806666666666665,0.8241111111111111,0.0
8,0.9190999999999999,0.9399687052263389,0.9785416666666666,0.9077777777777778,0.0
9,0.8975666666666667,0.9217750578395125,0.9699999999999993,0.8929432624113477,0.0
10,0.9221,0.9400922965205997,0.9802380952380948,0.9126356589147289,0.0
11,0.8039666666666666,0.8215481977629104,0.48916666666666697,0.8468939393939394,0.0
12,0.9598,0.9799379506358996,0.98125,0.9579347826086956,0.0
13,0.9725333333333336,0.9999727181589879,0.9715277777777782,0.9728508771929825,0.0
14,0.9741333333333331,0.9999778423346994,0.9750000000000002,0.9739922480620152,0.0
15,0.9862000000000001,0.9999731491764079,0.9857142857142858,0.986279069767442,0.0
16,0.9825333333333331,0.999973615926662,0.9855555555555556,0.981869918699187,0.0
17,0.9400333333333335,0.9604037856238136,0.9112222222222225,0.9523809523809524,4.0
18,0.8394333333333333,0.860369281954845,0.978,0.824037037037037,0.0
19,0.9595999999999999,0.9803009169832215,0.9807407407407407,0.9549593495934958,0.0
20,0.9817666666666668,0.9999697511986808,0.9826666666666668,0.9815416666666668,0.0
21,0.9655,0.9798734506679577,0.9879166666666664,0.9635507246376811,0.0
