,cov (all),f idx,cov (pref),cov (reg),dconnects
count,972.0,972.0,972.0,972.0,972.0
mean,0.0013031550068587107,0.9642661179698216,0.001863283036122542,0.0012224577902772758,0.0
std,0.006808851364828013,0.18230749054733172,0.020199654548970287,0.007221183853225547,0.0
min,0.0,0.03333333333333333,0.0,0.0,0.0
25%,0.0,1.0,0.0,0.0,0.0
50%,0.0,1.0,0.0,0.0,0.0
75%,0.0,1.0,0.0,0.0,0.0
max,0.06666666666666667,1.0,0.3333333333333333,0.07692307692307693,0.0
