#{"t_start": 1656160952.6310241, "env_id": "uav-v5"}
r,l,t
-850.20001,600,13.156172
-1165.572614,600,26.138829
-168.374111,600,39.132149
-450.632071,600,64.196754
-368.78835,600,76.495033
-1283.746562,600,98.714437
-1198.326458,600,122.481693
-318.665605,600,134.398498
-188.823197,600,146.302533
-392.289463,600,158.208274
-99.939537,600,191.112838
-390.825781,600,203.39356
-246.702169,600,215.668844
-538.975786,600,239.153838
-361.781227,600,251.436308
-269.867515,600,273.615061
-385.800459,600,285.897414
-145.352331,600,309.452199
-137.100252,600,321.72216
-63.414614,600,333.990329
-93.086858,600,369.0937
-151.370198,600,382.142233
-139.93597,600,395.200174
-51.401127,600,420.189137
-65.611414,600,432.504366
-24.929006,600,444.830255
-74.060305,600,467.098572
-87.409772,600,490.641342
-809.646307,600,502.940878
-28.080469,600,515.257434
-50.644483,600,538.848632
-6.276682,600,561.090127
-11.542272,600,573.354862
-87.869455,600,585.636999
-44.407074,600,609.062089
-11.147046,600,621.328515
-33.922312,600,643.715935
-158.74609,600,667.453897
-6.138236,600,679.759135
-140.201987,600,692.050418
-36.191216,600,715.712661
-4.702927,600,737.987695
-21.161369,600,750.292531
-18.445421,600,762.606056
-21.204743,600,786.174279
-7.51069,600,798.09107
-20.769548,600,819.418193
-22.854757,600,842.579
3.437896,600,854.897485
3.886178,600,867.223083
-2.362364,600,879.532536
-1.04207,600,903.146078
-19.905546,600,925.346873
0.321672,600,937.651182
-6.544157,600,961.217644
-4.048788,600,973.526453
-2.663415,600,985.837857
4.730418,600,1008.051298
3.774194,600,1031.674301
5.762386,600,1043.977131
3.757553,600,1056.232832
-122.10939,600,1080.199929
8.002823,600,1102.440387
5.253471,600,1114.739215
2.546957,600,1141.209791
11.263981,600,1154.293941
8.100898,600,1167.360131
4.584713,600,1191.238125
-4.70045,600,1216.904022
5.12948,600,1229.217939
11.147572,600,1241.535161
-23.149044,600,1265.118384
5.977991,600,1287.474702
8.058775,600,1299.805321
0.836689,600,1312.103503
-24.750065,600,1335.658365
-14.735739,600,1347.917974
-3.689299,600,1360.182578
8.131352,600,1393.952983
3.63054,600,1407.027683
-66.057911,600,1420.186662
-5.943221,600,1444.876874
5.575309,600,1456.909451
6.055129,600,1478.313518
4.31948,600,1490.237766
10.384007,600,1513.921524
9.214182,600,1526.233867
1.636249,600,1538.549791
10.12789,600,1572.189444
-87.220286,600,1584.523096
-3.604303,600,1596.846653
10.487757,600,1609.163442
8.10821,600,1632.987853
2.994194,600,1655.306407
7.059256,600,1667.626886
-17.264684,600,1691.495146
8.007911,600,1703.781148
4.479726,600,1716.060127
-23.048969,600,1749.655798
-5.855588,600,1761.965591
7.205774,600,1774.209835
-699.19357,600,1786.513764
-52.534235,600,1810.61855
6.311702,600,1822.917752
8.749278,600,1845.152925
6.024451,600,1869.075515
9.898454,600,1881.358679
-23.344549,600,1893.66127
5.386914,600,1905.998451
4.16944,600,1940.38237
4.410729,600,1952.668454
-56.754218,600,1964.986858
0.02837,600,1988.98646
4.636348,600,2001.314552
0.483464,600,2023.601522
3.990353,600,2035.873336
