,cov (all),f idx,cov (pref),cov (reg),dconnects
count,936.0,936.0,936.0,936.0,936.0
mean,0.0,1.0,0.0,0.0,0.0
std,0.0,0.0,0.0,0.0,0.0
min,0.0,1.0,0.0,0.0,0.0
25%,0.0,1.0,0.0,0.0,0.0
50%,0.0,1.0,0.0,0.0,0.0
75%,0.0,1.0,0.0,0.0,0.0
max,0.0,1.0,0.0,0.0,0.0
