,cov (all),f idx,cov (pref),cov (reg),dconnects
0,0.3828333333333333,0.4900487026205174,0.4073333333333332,0.37793333333333334,0.0
1,0.7543888888888889,0.7691207890004644,0.740833333333333,0.756474358974359,0.0
2,0.49116666666666664,0.5086840753489851,0.43981481481481477,0.5131746031746031,0.0
3,0.5203888888888889,0.547679406198841,0.4329629629629628,0.5578571428571429,12.0
4,0.5261666666666667,0.5419654566193949,0.3416666666666666,0.5722916666666668,0.0
5,0.49250000000000005,0.503107442016342,0.6494444444444445,0.45326388888888897,0.0
6,0.48766666666666675,0.5142037921997842,0.9727777777777781,0.43376543209876545,0.0
7,0.7861111111111112,0.8049373538049083,0.8426190476190479,0.7689130434782608,0.0
8,0.8134444444444441,0.8351049676608773,0.7308333333333332,0.8434848484848481,0.0
9,0.5270555555555555,0.541058614843733,0.9812500000000002,0.4571794871794871,0.0
10,0.5783333333333333,0.6033044986917687,0.6041666666666666,0.568939393939394,4.0
11,0.8136666666666665,0.836352964487812,0.7014285714285717,0.8478260869565216,0.0
12,0.8796666666666667,0.90131437778655,0.9755555555555557,0.8690123456790123,0.0
13,0.716944444444444,0.7350810966393653,0.7803333333333328,0.7042666666666668,0.0
14,0.9413888888888888,0.9666287667885302,0.9750000000000005,0.9346666666666666,0.0
15,0.6828333333333336,0.7096303318390433,0.7337500000000001,0.6643181818181818,0.0
16,0.6814444444444447,0.7047329200529779,0.8144444444444446,0.6481944444444446,0.0
17,0.8812222222222221,0.9032342142704112,0.9776190476190477,0.8518840579710144,0.0
18,0.6849444444444444,0.7053995436285101,0.7360416666666667,0.6663636363636363,0.0
19,0.7556111111111112,0.773807623218462,0.8428571428571431,0.7290579710144928,0.0
20,0.8511666666666666,0.8693467628687344,0.8599999999999999,0.8479545454545453,0.0
21,0.4932777777777778,0.5106041402537264,0.4927083333333335,0.4934848484848484,0.0
22,0.5219999999999999,0.5599354904261202,0.6916666666666662,0.4703623188405797,0.0
23,0.6873888888888887,0.7050391807587113,0.49583333333333346,0.7168589743589743,0.0
24,0.6292777777777777,0.6487944015769584,0.87037037037037,0.525952380952381,0.0
25,0.8451111111111109,0.8682235976931402,0.8127777777777773,0.8531944444444445,0.0
26,0.8516111111111113,0.8680993738502859,0.9821428571428574,0.8118840579710145,0.0
27,0.523,0.5350940889040883,0.9803333333333335,0.43153333333333327,0.0
28,0.7204999999999999,0.7335043513767292,0.7145454545454547,0.7239473684210527,0.0
29,0.6190555555555559,0.638976526602938,0.6477777777777781,0.6118750000000001,0.0
30,0.2824444444444445,0.3696687762355279,0.32520833333333327,0.26689393939393946,0.0
31,0.8470555555555556,0.8694492775022689,0.6549999999999998,0.8950694444444446,0.0
32,0.7147777777777776,0.7369465064326013,0.8136111111111113,0.6900694444444442,0.0
33,0.6863333333333332,0.7047208780833232,0.42261904761904734,0.7665942028985506,0.0
34,0.557,0.5723056269129864,0.650277777777778,0.5336805555555556,0.0
35,0.7138888888888889,0.7370338550161372,0.251666666666667,0.785,0.0
0,0.8158888888888888,0.8354314000144252,0.7350000000000002,0.8283333333333333,0.0
1,0.7785555555555558,0.8052873727234557,0.6475000000000004,0.8113194444444445,0.0
